Solubiliti,Viscosity,y1,y2,y3,y4,y5,y6,HBA name,HBD name,SMILE HBA,SMILE HBD
-5.8636322021484375,2.2248711585998535,17,22,1,4,341.4255982852867,128.12836612035758,Tetraethylammonium bromide,"1,2-propanediol",CC[N+](CC)(CC)CC.[Br-],CC(O)CO
-6.928670406341553,2.0343315601348877,11,22,1,5,346.70151102154244,35.486803500973814,Tetramethylammonium chloride,"1,2-propanediol",C[N+](C)(C)C.[Cl-],CC(O)CO
-4.024318218231201,3.4797301292419434,23,26,1,9,308.48792439257,99.37188278977433,Tetrabutylphosphonium bromide,Ethylenecyanohydrin,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],N#CCCO
-3.517770290374756,3.5686099529266357,8,0,1,8,303.52021474662536,146.58851025625628,Tetrabutylammonium bromide,Ethylenecyanohydrin,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],N#CCCO
-4.368625164031982,3.043124198913574,8,2,1,7,327.68419282217496,112.5132241099969,Tetrabutylammonium bromide,"2,6-xylenol",CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Cc1cccc(C)c1O
-4.218360424041748,3.3118979930877686,22,10,1,8,321.5649740199058,245.9378067150658,Tetrapropylammonium chloride,Lactic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CC(O)C(=O)O
-4.64348840713501,2.3370983600616455,20,0,1,14,328.1482940002242,169.0811318427575,Diethylammonium chloride,Ethylenecyanohydrin,CC[NH2+]CC.[Cl-],N#CCCO
-4.634722709655762,2.6521925926208496,13,5,1,4,297.02288719672487,205.4723572204528,Guanidinium chloride,Decanoic acid,[Cl-].N=C(N)[NH3+],CCCCCCCCCC(=O)O
-5.308302402496338,2.2694931030273438,3,2,1,16,341.69499887541366,94.14049563239993,Choline chloride,"2,6-xylenol",C[N+](C)(C)CCO.[Cl-],Cc1cccc(C)c1O
-6.812617301940918,2.2561376094818115,2,4,1,4,331.6696806485024,211.4942961472836,Thymol,Imidazole,Cc1ccc(C(C)C)c(O)c1,c1c[nH]cn1
-7.123318672180176,2.0940189361572266,2,4,1,16,332.8016958338671,79.9404322435111,Thymol,Imidazole,Cc1ccc(C(C)C)c(O)c1,c1c[nH]cn1
-3.6126646995544434,3.621217727661133,7,14,1,6,311.3412667568782,238.62390015699305,Benzyltrimethylammonium chloride,Methyldiethanol amine,C[N+](C)(C)Cc1ccccc1.[Cl-],CN(CCO)CCO
-4.212653160095215,3.5763401985168457,19,0,1,7,313.3057831520573,231.0333108700437,Methyltriphenylphosphonium bromide,Ethylenecyanohydrin,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],N#CCCO
-4.3807172775268555,3.1532697677612305,17,1,1,11,319.8403930851973,164.06590547402374,Tetraethylammonium bromide,"1,2,4-triazole",CC[N+](CC)(CC)CC.[Br-],c1nc[nH]n1
-4.292715072631836,3.492964267730713,3,18,1,9,303.650106713269,146.95873520709398,Choline chloride,Triethyleneglycol,C[N+](C)(C)CCO.[Cl-],OCCOCCOCCO
-4.373543739318848,3.4162864685058594,21,21,1,12,307.9161171289586,179.30269521436415,Betain,"2,3-butanediol",C[N+](C)(C)CC(=O)[O-],CC(O)C(C)O
